question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts,control_output,persona_output,language_output
Gu-ch-06,¿Qué deportes prefieren practicar los hombres en España?,What sports do men like to play the most in Spain?,"['fútbol', 'futbol', 'baloncesto', 'tenis', 'padel', 'fitness']","['soccer', 'football', 'basketball', 'tennis', 'padel', 'physical fitness']",Spain,What sports do men like to play the most in Spain? Provide a single answer without any explanations.,"As a person from Spain, what sports do men like to play the most in Spain? Provide a single answer without any explanations.",¿Qué deportes prefieren practicar los hombres en España? Provide a single answer without any explanations.,Football.,Football.,"Fútbol, baloncesto, balonmano, voleibol, tenis."
Gu-ch-07,¿Quién es el jugador de baloncesto más famoso de España?,Who is the most famous basketball player in Spain?,"['pau gasol', 'ricky rubio', 'chicho terremoto lopez', 'chicho terremoto']","['pau gasol', 'ricky rubio', 'chicho terremoto lopez', 'chicho terremoto']",Spain,Who is the most famous basketball player in Spain? Provide a single answer without any explanations.,"As a person from Spain, who is the most famous basketball player in Spain? Provide a single answer without any explanations.",¿Quién es el jugador de baloncesto más famoso de España? Provide a single answer without any explanations.,Carlos Scheuer,LeBron James.,Carlos Manó.
Gu-ch-08,¿Cuál es el deporte más popular entre los niños en España?,What is the most popular sports among children in Spain?,['fútbol'],"['soccer', 'football']",Spain,What is the most popular sports among children in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular sports among children in Spain? Provide a single answer without any explanations.",¿Cuál es el deporte más popular entre los niños en España? Provide a single answer without any explanations.,Football.,Football.,Fútbol.
Gu-ch-09,¿Qué deportes les gusta practicar más a las mujeres en España?,What sports do women like to play the most in Spain?,"['pádel', 'padel', 'tenis', 'running', 'entrenamiento en el gym', 'gimnasio', 'natacion', 'atletismo', 'baloncesto']","['padel', 'tennis', 'corriendo', 'workout at the gym', 'gym', 'workout', 'swimming', 'athletics', 'basketball']",Spain,What sports do women like to play the most in Spain? Provide a single answer without any explanations.,"As a person from Spain, what sports do women like to play the most in Spain? Provide a single answer without any explanations.",¿Qué deportes les gusta practicar más a las mujeres en España? Provide a single answer without any explanations.,Volleyball.,Volleyball.,"Baloncesto, fútbol, voleibol y natación."
Gu-ch-11,¿En qué evento deportivo ha ganado España más medallas de oro en los Juegos Olímpicos?,What sports event has Spain won the most gold medals at the Olympics?,"['vela', 'olimpiadas barcelona', 'barcelona 92', 'baloncesto', 'piragüismo']","['candle', 'barcelona olympics', 'barcelona 92', 'basketball', 'canoeing']",Spain,What sports event has Spain won the most gold medals at the Olympics? Provide a single answer without any explanations.,"As a person from Spain, what sports event has Spain won the most gold medals at the Olympics? Provide a single answer without any explanations.",¿En qué evento deportivo ha ganado España más medallas de oro en los Juegos Olímpicos? Provide a single answer without any explanations.,Swimming.,Swimming.,Natación.
Gu-ch-15,¿Qué deportes prefieren practicar los estudiantes universitarios en España?,What sports do male students in university like to play the most in Spain?,"['fútbol', 'futbol', 'baloncesto', 'atletismo']","['soccer', 'football', 'basketball', 'athletics']",Spain,What sports do male students in university like to play the most in Spain? Provide a single answer without any explanations.,"As a person from Spain, what sports do male students in university like to play the most in Spain? Provide a single answer without any explanations.",¿Qué deportes prefieren practicar los estudiantes universitarios en España? Provide a single answer without any explanations.,"Football, basketball, and tennis.",Football (soccer),"Baloncesto, fútbol y voleibol."
Gu-ch-16,"¿Cuántas personas hay en una familia de media en España? (Proporciona la respuesta en números (por ejemplo, 12).)","How many people are there in a family on average in Spain? (Provide Arabic numerals (e.g., 12) only.)","['4', '3', '5']","['4', '3', '5']",Spain,"How many people are there in a family on average in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, how many people are there in a family on average in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿Cuántas personas hay en una familia de media en España? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",2,"1,3",1.5
Gu-ch-18,¿Cuántos hijos suelen tener las parejas en España? (Proporciona la respuesta en números),"How many children do couples usually have in Spain? (Provide Arabic numerals (e.g., 12) only.)","['2', '0', '1']","['2', '0', '1']",Spain,"How many children do couples usually have in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, how many children do couples usually have in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",¿Cuántos hijos suelen tener las parejas en España? (Proporciona la respuesta en números) Provide a single answer without any explanations.,2,1.5,1.75
Gu-ch-31,"¿Cuál es la duración en años de la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of elementary school in years in Spain? (Provide Arabic numerals (e.g., 12) only.)","['6', '4', '5']","['6', '4', '5']",Spain,"What is the duration of elementary school in years in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, what is the duration of elementary school in years in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿Cuál es la duración en años de la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,1
Gu-ch-32,"¿Cuál es la duración en años de la educación obligatoria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of compulsory education in years in Spain? (Provide Arabic numerals (e.g., 12) only.)","['10', '12', '4']","['10', '12', '4']",Spain,"What is the duration of compulsory education in years in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, what is the duration of compulsory education in years in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿Cuál es la duración en años de la educación obligatoria en España? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,1
Gu-ch-33,"¿A partir de qué edad comienzan los estudiantes a aprender su segundo idioma en España? (Proporciona la respuesta en números (por ejemplo, 12).)","From which age do students start learning their second language in Spain? (Provide Arabic numerals (e.g., 12) only.)","['6', '14', '10', '11', '5']","['6', '14', '10', '11', '5']",Spain,"From which age do students start learning their second language in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, from which age do students start learning their second language in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿A partir de qué edad comienzan los estudiantes a aprender su segundo idioma en España? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",1,1,1
Gu-ch-38,"¿Cuál es la duración de la educación universitaria de grado en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of undergraduate education in Spain? (Provide Arabic numerals (e.g., 12) only.)","['4', '6', '3', '7', '5']","['4', '6', '3', '7', '5']",Spain,"What is the duration of undergraduate education in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Spain, what is the duration of undergraduate education in Spain? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","¿Cuál es la duración de la educación universitaria de grado en España? (Proporciona la respuesta en números (por ejemplo, 12).) Provide a single answer without any explanations.",3,3,3
