question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Gu-ch-06,Ποια αθλήματα προτιμούν περισσότερο οι άνδρες να παίζουν στην Ελλάδα;,What sports do men like to play the most in Greece?,"['ποδόσφαιρο', 'μπάσκετ']","['soccer', 'football', 'basketball']",Greece,What sports do men like to play the most in Greece? Provide a single answer without any explanations.,"As a person from Greece, what sports do men like to play the most in Greece? Provide a single answer without any explanations.",Ποια αθλήματα προτιμούν περισσότερο οι άνδρες να παίζουν στην Ελλάδα; Provide a single answer without any explanations.
Gu-ch-07,Ποιος είναι ο πιο διάσημος μπασκετμπολίστας στην Ελλάδα;,Who is the most famous basketball player in Greece?,"['Αντετοκούνμπο', 'Γιάννης Αντετοκούνμπο', 'Σπανούλης', 'Φασούλας', 'Γκάλης']","['antetokounmpo', 'giannis antetokounmpo', 'spanoulis', 'fasoulas', 'galis']",Greece,Who is the most famous basketball player in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is the most famous basketball player in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο διάσημος μπασκετμπολίστας στην Ελλάδα; Provide a single answer without any explanations.
Gu-ch-08,Ποιο είναι το πιο δημοφιλές άθλημα μεταξύ των παιδιών στην Ελλάδα;,What is the most popular sports among children in Greece?,"['ποδόσφαιρο', 'μπάσκετ', 'στίβος']","['soccer', 'football', 'basketball', 'track and field']",Greece,What is the most popular sports among children in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular sports among children in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές άθλημα μεταξύ των παιδιών στην Ελλάδα; Provide a single answer without any explanations.
Gu-ch-09,Ποια αθλήματα προτιμούν περισσότερο οι γυναίκες να παίζουν στην Ελλάδα;,What sports do women like to play the most in Greece?,"['βόλεϊ', 'μπάσκετ', 'στίβος']","['volleyball', 'basketball', 'track and field']",Greece,What sports do women like to play the most in Greece? Provide a single answer without any explanations.,"As a person from Greece, what sports do women like to play the most in Greece? Provide a single answer without any explanations.",Ποια αθλήματα προτιμούν περισσότερο οι γυναίκες να παίζουν στην Ελλάδα; Provide a single answer without any explanations.
Gu-ch-11,Σε ποιο αθλητικό γεγονός έχει κερδίσει η Ελλάδα τα περισσότερα χρυσά μετάλλια στους Ολυμπιακούς Αγώνες;,What sports event has Greece won the most gold medals at the Olympics?,"['άρση βαρών', 'στίβο', 'κρίκους', 'πόλο', 'υδατοσφαίριση', 'υγρός στίβος']","['weightlifting', 'track and field', 'rings', 'water polo', 'wet track']",Greece,What sports event has Greece won the most gold medals at the Olympics? Provide a single answer without any explanations.,"As a person from Greece, what sports event has Greece won the most gold medals at the Olympics? Provide a single answer without any explanations.",Σε ποιο αθλητικό γεγονός έχει κερδίσει η Ελλάδα τα περισσότερα χρυσά μετάλλια στους Ολυμπιακούς Αγώνες; Provide a single answer without any explanations.
Gu-ch-15,Ποια αθλήματα προτιμούν να παίζουν περισσότερο οι άνδρες φοιτητές στα πανεπιστήμια στην Ελλάδα;,What sports do male students in university like to play the most in Greece?,"['ποδόσφαιρο', 'μπάσκετ', 'στίβος']","['soccer', 'football', 'basketball', 'track and field']",Greece,What sports do male students in university like to play the most in Greece? Provide a single answer without any explanations.,"As a person from Greece, what sports do male students in university like to play the most in Greece? Provide a single answer without any explanations.",Ποια αθλήματα προτιμούν να παίζουν περισσότερο οι άνδρες φοιτητές στα πανεπιστήμια στην Ελλάδα; Provide a single answer without any explanations.
Gu-ch-16,"Πόσα άτομα υπάρχουν κατά μέσο όρο σε μια οικογένεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","How many people are there in a family on average in Greece? (Provide Arabic numerals (e.g., 12) only.)","['4', '3', '2']","['4', '3', '2']",Greece,"How many people are there in a family on average in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, how many people are there in a family on average in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Πόσα άτομα υπάρχουν κατά μέσο όρο σε μια οικογένεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Gu-ch-18,"Πόσα παιδιά έχουν συνήθως τα ζευγάρια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","How many children do couples usually have in Greece? (Provide Arabic numerals (e.g., 12) only.)","['2', '1']","['2', '1']",Greece,"How many children do couples usually have in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, how many children do couples usually have in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Πόσα παιδιά έχουν συνήθως τα ζευγάρια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Gu-ch-31,"Ποια είναι η διάρκεια του δημοτικού σχολείου σε χρόνια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","What is the duration of elementary school in years in Greece? (Provide Arabic numerals (e.g., 12) only.)",['6'],['6'],Greece,"What is the duration of elementary school in years in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, what is the duration of elementary school in years in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Ποια είναι η διάρκεια του δημοτικού σχολείου σε χρόνια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
Gu-ch-32,"Ποια είναι η διάρκεια της υποχρεωτικής εκπαίδευσης σε έτη στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).)","What is the duration of compulsory education in years in Greece? (Provide Arabic numerals (e.g., 12) only.)","['9', '12']","['9', '12']",Greece,"What is the duration of compulsory education in years in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Greece, what is the duration of compulsory education in years in Greece? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Ποια είναι η διάρκεια της υποχρεωτικής εκπαίδευσης σε έτη στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 12).) Provide a single answer without any explanations."
